In_Type,Com_Tr_Num,Date_Com,Date_Com_Re,Date_Complete,Com_Class,In_Status,Disp,B_Com,Div_Com,Un_Com,Detail,WorkSta,ShiftCom,Rule,Par,UnOff_ID,Off_R_Eth,Off_Gen,Off_Age,Off_Year,Com_Gen,Com_Eth,Com_Age
Public Initiated,2022-0255-P,U,2022/6/10,2022/9/15,DI-1,Completed,Not Sustained,ISB - Investigative Services Bureau,CID,Homicide,Squad A,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,31568,Black,M,U,U,M,B,U
Public Initiated,2022-0233-P,U,2022/5/20,U,U,Forwarded,Pending,FOB - Field Operations Bureau,6th District,DIU Persons,DIU Persons DIU,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,31571,White,M,U,U,U,U,U
Public Initiated,2022-0239-P,U,2022/5/26,U,DI-1,Active,Pending,PIB - Public Integrity Bureau,Integrity,Integrity,Special Operations,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,31577,Black,F,U,U,U,U,U
Public Initiated,2022-0239-P,U,2022/5/26,U,DI-1,Active,Pending,PIB - Public Integrity Bureau,Integrity,Integrity,Special Operations,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,31587,Black,F,U,U,U,U,U
Public Initiated,2022-0239-P,U,2022/5/26,U,DI-1,Active,Pending,PIB - Public Integrity Bureau,Integrity,Integrity,Special Operations,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,31589,Black,M,U,U,U,U,U
Public Initiated,2022-0222-P,U,2022/5/25,U,Duplicate,Initial,Pending,FOB - Field Operations Bureau,8th District,Gen Assignment,Gen Assignment Other,Unknown Working Status,Unknown Shift Hours,U,U,31612,White,M,U,U,U,U,U
Rank Initiated,2021-0153-R,U,2022/5/13,2021/5/3,U,Completed,Other,ISB - Investigative Services Bureau,SID,Intelligence,Admin,Unknown Working Status,Unknown Shift Hours,U,U,31614,White,M,U,U,U,U,U
Rank Initiated,2021-0687-R,U,2021/11/28,U,U,Initial,Pending,FOB - Field Operations Bureau,SOD,Other Support,Other Mounted,Unknown Working Status,Unknown Shift Hours,U,U,31616,White,M,U,U,U,U,U
Rank Initiated,2022-0201-R,U,2022/5/10,U,DI-1,Forwarded,Pending,MSB - Management Services Bureau,ED & TRN,Education,Staff,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 02 - COURTESY,31638,Black,M,U,U,U,U,U
Rank Initiated,2022-0201-R,U,2022/5/10,U,DI-1,Forwarded,Pending,MSB - Management Services Bureau,ED & TRN,Education,Staff,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 02 - COURTESY,31640,Black,F,U,U,U,U,U
Public Initiated,2022-0194-P,U,2022/5/6,U,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,3rd District,DIU Persons,DIU Persons DIU,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,31642,White,M,U,U,F,B,U
Public Initiated,2022-0189-P,U,2022/5/5,2022/6/24,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,8th District,DIU Persons,DIU Persons DIU,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,31658,White,F,U,U,M,H,U
Public Initiated,2022-0191-P,U,2022/4/21,2022/5/5,U,Completed,Other,FOB - Field Operations Bureau,1st District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,U,U,31664,White,M,U,U,U,U,U
Public Initiated,2023-0311-N,2023/6/14,2023/6/15,U,NFIM,Initial,Pending,U,U,U,U,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,31664,Not Specified,U,U,U,M,U,U
Public Initiated,2023-0324-P,2023/3/10,2023/6/20,U,DI-1,Active,Pending,FOB - Field Operations Bureau,7th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,31665,Not Specified,U,U,U,M,B,65
Public Initiated,2022-0168-P,U,2022/4/26,U,DI-1,Forwarded,Pending,MSB - Management Services Bureau,ED & TRN,Education,Staff,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,31666,White,M,U,U,U,U,U
Public Initiated,2023-0304-P,2023/6/8,2023/6/9,U,DI-1,Initial,Pending,ISB - Investigative Services Bureau,SID,Narcotics,Other,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,31678,Not Specified,U,U,U,F,W,59
Public Initiated,2022-0168-P,U,2022/4/26,U,DI-1,Forwarded,Pending,MSB - Management Services Bureau,ED & TRN,Education,Staff,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,31679,Black,M,U,U,U,U,U
Public Initiated,2022-0168-P,U,2022/4/26,U,DI-1,Forwarded,Pending,MSB - Management Services Bureau,ED & TRN,Education,Staff,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,31683,Black,M,U,U,U,U,U
Rank Initiated,2022-0118-R,U,2022/3/7,U,DI-1,Initial,Pending,MSB - Management Services Bureau,Personnel,Other,Other,Unknown Working Status,Unknown Shift Hours,U,U,31701,Black,F,U,U,U,U,U
Public Initiated,2023-0310-P,U,2023/6/12,U,DI-1,Active,Pending,FOB - Field Operations Bureau,7th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,RULE 6: OFFICIAL INFO,PARAGRAPH 01 - SECURITY OF RECORDS,31703,Not Specified,U,U,U,F,B,U
Rank Initiated,2022-0153-R,U,2022/4/6,U,U,Initial,Pending,FOB - Field Operations Bureau,8th District,DIU Property,DIU Property DIU,Unknown Working Status,Unknown Shift Hours,U,U,31705,White,F,U,U,U,U,U
Public Initiated,2022-0157-P,U,2022/3/30,U,DI-1,Active,Pending,PIB - Public Integrity Bureau,Integrity,Integrity,Staff,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,31707,Black,F,U,U,M,W,U
Public Initiated,2021-0372-P,U,2021/2/10,2021/7/14,U,Completed,Other,FOB - Field Operations Bureau,7th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,U,U,31709,Black,M,U,U,U,U,U
Public Initiated,2023-0310-P,U,2023/6/12,U,DI-1,Active,Pending,FOB - Field Operations Bureau,7th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,RULE 6: OFFICIAL INFO,PARAGRAPH 01 - SECURITY OF RECORDS,31711,Not Specified,U,U,U,F,B,U
Public Initiated,2022-0089-P,U,2022/2/28,2022/6/14,DI-1,Completed,Unfounded,ISB - Investigative Services Bureau,CID,Sex Crimes Child Abuse,1st Platoon,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,31713,Black,M,U,U,F,B,U
Rank Initiated,2022-0075-R,U,2022/2/11,2023/6/28,Withdrawn,Completed,Other,MSB - Management Services Bureau,ADD,Extended Sick,Extended Sick,Unknown Working Status,Unknown Shift Hours,U,U,31715,Black,M,U,U,U,U,U
Public Initiated,2022-0053-P,U,2022/2/2,2023/6/28,Duplicate,Completed,Other,ISB - Investigative Services Bureau,CID,Sex Crimes,3rd Platoon,Unknown Working Status,Unknown Shift Hours,U,U,31720,White,M,U,U,M,W,U
Public Initiated,2022-0018-P,2022/1/10,2022/1/13,2022/5/16,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,8th District,8th District,U,Regular Working,Between 11pm-7am,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,31747,Black,M,U,U,M,W,49
Public Initiated,2021-0717-N,2021/12/10,2021/12/23,2022/1/7,NFIM,Completed,NFIM,U,U,U,U,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,31748,White,F,U,U,M,B,36
Rank Initiated,2021-0710-R,U,2021/12/17,U,DI-1,Forwarded,Pending,PIB - Public Integrity Bureau,Integrity,Integrity,Special Operations,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,31749,Black,M,U,U,U,U,U
Public Initiated,U,U,2023/6/14,U,U,Initial,Pending,U,U,U,U,Unknown Working Status,Unknown Shift Hours,U,U,31762,Not Specified,U,U,U,U,U,U
Public Initiated,2023-0312-N,2023/6/14,2023/6/14,U,NFIM,Forwarded,Pending,U,U,U,U,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,31764,Not Specified,U,U,U,M,W,41
Rank Initiated,2021-0711-R,U,2021/12/17,2021/12/31,DI-1,Completed,Other,FOB - Field Operations Bureau,1st District,DIU Staff,DIU Staff DIU,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,31772,Black,M,U,U,U,U,U
Public Initiated,U,U,2023/6/13,U,U,Initial,Pending,U,U,U,U,Unknown Working Status,Unknown Shift Hours,U,U,31774,Not Specified,U,U,U,U,U,U
Public Initiated,U,U,2023/6/13,U,U,Initial,Pending,U,U,U,U,Unknown Working Status,Unknown Shift Hours,U,U,31776,Not Specified,U,U,U,U,U,U
Public Initiated,2021-0702-P,U,2021/12/17,U,DI-1,Forwarded,Pending,ISB - Investigative Services Bureau,CID,Sex Crimes Child Abuse,2nd Platoon,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,31777,Black,M,U,U,F,B,U
Public Initiated,2021-0702-P,U,2021/12/17,U,DI-1,Forwarded,Pending,ISB - Investigative Services Bureau,CID,Sex Crimes Child Abuse,2nd Platoon,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,31789,White,M,U,U,F,B,U
Rank Initiated,2021-0720-R,U,2021/12/13,2022/6/16,DI-1,Completed,Sustained,FOB - Field Operations Bureau,3rd District,Staff,Staff Other,Regular Working,Between 3pm-11pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,31791,White,F,U,U,U,U,U
Rank Initiated,2021-0709-R,U,2021/12/15,2022/12/9,DI-1,Completed,NFIM,MSB - Management Services Bureau,Personnel,Other Support,Other,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,31792,Black,M,U,U,U,U,U
Public Initiated,2021-0701-P,U,2021/12/13,2022/1/18,Mediation,Completed,Withdrawn - Mediation,ISB - Investigative Services Bureau,CID,Homicide,Staff,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,31794,White,F,U,U,M,B,U
Public Initiated,2023-0296-P,2022/8/15,2023/6/6,U,DI-1,Active,Pending,U,U,U,U,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,31795,Not Specified,U,U,U,F,B,52
Public Initiated,U,U,2023/6/12,U,U,Initial,Pending,U,U,U,U,Unknown Working Status,Unknown Shift Hours,U,U,31814,Not Specified,U,U,U,U,U,U
Public Initiated,U,U,2023/6/12,U,U,Initial,Pending,U,U,U,U,Unknown Working Status,Unknown Shift Hours,U,U,31818,Not Specified,U,U,U,U,U,U
Public Initiated,2021-0698-P,U,2021/12/13,2022/3/25,DI-1,Completed,Unfounded,MSB - Management Services Bureau,ADD,Extended Sick,Extended Sick,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,31820,Black,F,U,U,F,W,U
Public Initiated,2021-0698-P,U,2021/12/13,2022/3/25,DI-1,Completed,Unfounded,MSB - Management Services Bureau,ADD,Extended Sick,Extended Sick,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,31834,Black,F,U,U,F,W,U
Public Initiated,2023-0300-P,2023/6/3,2023/6/8,U,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,8th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,31841,Not Specified,U,U,U,F,W,U
Public Initiated,2023-0300-P,2023/6/3,2023/6/8,U,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,8th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,31843,Not Specified,U,U,U,F,W,U
Public Initiated,2021-0698-P,U,2021/12/13,2022/3/25,DI-1,Completed,Unfounded,MSB - Management Services Bureau,ADD,Extended Sick,Extended Sick,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,31846,Black,F,U,U,F,W,U
Public Initiated,2023-0300-P,2023/6/3,2023/6/8,U,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,8th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,31848,Not Specified,U,U,U,F,W,U
Public Initiated,2023-0300-P,2023/6/3,2023/6/8,U,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,8th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,31850,Not Specified,U,U,U,F,W,U
Public Initiated,2021-0698-P,U,2021/12/13,2022/3/25,DI-1,Completed,Unfounded,MSB - Management Services Bureau,ADD,Extended Sick,Extended Sick,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,31856,Black,F,U,U,F,W,U
Public Initiated,2021-0697-P,U,2021/12/6,2022/10/17,DI-1,Completed,Sustained,PIB - Public Integrity Bureau,Integrity,Integrity,Staff,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,31858,Black,F,U,U,U,U,U
Public Initiated,2023-0290-P,2023/6/4,2023/6/6,2023/7/6,Mediation,Completed,Withdrawn - Mediation,FOB - Field Operations Bureau,2nd District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,31866,Not Specified,U,U,U,M,B,46
Public Initiated,2021-0699-P,U,2021/11/22,2022/3/4,DI-1,Completed,Unfounded,ISB - Investigative Services Bureau,ISB Staff,Homicide Section,U,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 05 - VERBAL INTIMIDATION,31871,Black,M,U,U,M,W,U
Public Initiated,2021-0699-P,U,2021/11/22,2022/3/4,DI-1,Completed,Unfounded,ISB - Investigative Services Bureau,ISB Staff,Homicide Section,U,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 05 - VERBAL INTIMIDATION,31873,Black,M,U,U,M,W,U
Rank Initiated,2021-0677-R,U,2021/12/3,2022/2/17,DI-1,Completed,Other,FOB - Field Operations Bureau,SOD,Traffic,DWI Unit,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,31875,Black,M,U,U,U,U,U
Rank Initiated,2021-0676-R,U,2021/12/3,2021/12/31,DI-1,Completed,Other,FOB - Field Operations Bureau,SOD,Traffic,Motorcycle 1,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,31877,Black,M,U,U,U,U,U
Rank Initiated,2021-0675-R,U,2021/12/3,2021/12/31,DI-1,Completed,Negotiated Settlement,FOB - Field Operations Bureau,8th District,Second Watch,Second Watch,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,31878,White,M,U,U,U,U,U
Public Initiated,2023-0287-N,2023/6/1,2023/6/5,U,NFIM,Initial,Pending,FOB - Field Operations Bureau,SOD,Tact 1,Tact 1,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,31879,Not Specified,U,U,U,F,B,57
Rank Initiated,2021-0674-R,U,2021/12/3,U,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,6th District,Second Watch,Second Watch,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,31880,Black,M,U,U,U,U,U
Rank Initiated,2021-0673-R,U,2021/12/3,U,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,3rd District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,31881,Hispanic,M,U,U,U,U,U
Rank Initiated,2021-0672-R,U,2021/12/3,U,DI-1,Active,Pending,FOB - Field Operations Bureau,SOD,Tact 1,Tact 1,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,31882,Black,M,U,U,U,U,U
Rank Initiated,2021-0671-R,U,2021/12/3,2021/12/23,DI-1,Completed,Other,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,31903,Black,M,U,U,U,U,U
Public Initiated,U,U,2023/6/5,U,U,Initial,Pending,U,U,U,U,Unknown Working Status,Unknown Shift Hours,U,U,31904,Not Specified,U,U,U,U,U,U
Public Initiated,U,U,2023/6/5,U,U,Initial,Pending,U,U,U,U,Unknown Working Status,Unknown Shift Hours,U,U,31911,Not Specified,U,U,U,U,U,U
Rank Initiated,2021-0670-R,U,2021/12/3,2021/12/31,DI-1,Completed,Other,MSB - Management Services Bureau,REC & ID,Records,Criminal Records,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,31912,Black,M,U,U,U,U,U
Public Initiated,2023-0284-P,2021/11/24,2023/6/1,U,DI-1,Active,Pending,FOB - Field Operations Bureau,SOD,VOWS/Extradition,VOWS/Extradition,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,31913,Not Specified,U,U,U,M,B,47
Public Initiated,U,U,2023/6/1,U,U,Initial,Pending,U,U,U,U,Unknown Working Status,Unknown Shift Hours,U,U,31915,Not Specified,U,U,U,U,U,U
Rank Initiated,2023-0285-P,2023/6/1,2023/6/2,U,DI-1,Active,Pending,FOB - Field Operations Bureau,7th District,7th District,U,Regular Working,Between 11pm-7am,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,31943,Not Specified,U,U,U,U,U,U
Public Initiated,2023-0282-R,2023/5/31,2023/5/31,U,DI-1,Active,Pending,U,U,U,U,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,31946,Not Specified,U,U,U,M,B,42
Rank Initiated,2021-0669-R,U,2021/12/3,2022/3/15,DI-1,Forwarded,Pending,ISB - Investigative Services Bureau,CID JUV,Juvenile,3rd Platoon,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,31948,Black,M,U,U,U,U,U
Rank Initiated,2021-0669-R,U,2021/12/3,2022/3/15,DI-1,Forwarded,Pending,ISB - Investigative Services Bureau,CID JUV,Juvenile,3rd Platoon,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,31951,Black,M,U,U,U,U,U
Rank Initiated,2021-0668-R,U,2021/12/3,2022/2/9,DI-1,Completed,Other,FOB - Field Operations Bureau,8th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,31954,White,M,U,U,U,U,U
Rank Initiated,2021-0667-R,U,2021/12/3,U,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,7th District,DIU Persons,DIU Persons DIU,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,31964,Black,M,U,U,U,U,U
Rank Initiated,2021-0666-R,U,2021/12/2,2021/12/31,DI-1,Completed,Other,FOB - Field Operations Bureau,5th District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,31966,Black,M,U,U,U,U,U
Rank Initiated,2021-0665-R,U,2021/12/1,2022/2/9,DI-1,Active,Pending,FOB - Field Operations Bureau,SOD,Traffic,DWI Unit,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,31967,White,M,U,U,U,U,U
Rank Initiated,2021-0664-R,U,2021/12/1,2022/3/30,DI-1,Completed,Other,ISB - Investigative Services Bureau,SID,Other Support,Building Security,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,31968,Black,M,U,U,U,U,U
Rank Initiated,2021-0663-R,U,2021/12/1,2023/7/12,DI-1,Completed,Sustained,FOB - Field Operations Bureau,SOD,Traffic,DWI Unit,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,31971,Black,M,U,U,U,U,U
Rank Initiated,2021-0662-R,U,2021/12/1,U,DI-1,Active,Pending,ISB - Investigative Services Bureau,CE & CL,Crime Lab,2nd Platoon,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,31990,Black,M,U,U,U,U,U
Rank Initiated,2021-0661-R,U,2021/12/1,U,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,SOD,Traffic,Fatality Unit,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,31993,Black,M,U,U,U,U,U
Rank Initiated,2021-0660-R,U,2021/12/1,U,DI-1,Active,Pending,FOB - Field Operations Bureau,3rd District,Other Support,LCPD/MCSD,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,31997,Black,M,U,U,U,U,U
Rank Initiated,2021-0659-R,U,2021/12/1,U,DI-1,Forwarded,Pending,ISB - Investigative Services Bureau,CID,Homicide,Staff,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,32024,Black,M,U,U,U,U,U
Rank Initiated,2021-0658-R,U,2021/12/1,2023/2/28,DI-1,Completed,Unfounded,MSB - Management Services Bureau,ADD,IOD,IOD,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,32025,White,M,U,U,U,U,U
Rank Initiated,2021-0657-R,U,2021/12/1,U,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,SOD,Traffic,Admin,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,32065,Black,M,U,U,U,U,U
Rank Initiated,U,U,2023/5/30,U,U,Initial,Pending,U,U,U,U,Unknown Working Status,Unknown Shift Hours,U,U,32067,Not Specified,U,U,U,U,U,U
Rank Initiated,2021-0656-R,U,2021/12/1,2021/11/29,DI-1,Completed,Other,FOB - Field Operations Bureau,SOD,Marine/Bomb,Marine/Bomb,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,32068,Black,M,U,U,U,U,U
Rank Initiated,2021-0655-R,U,2021/12/1,2022/2/9,DI-1,Completed,Other,FOB - Field Operations Bureau,1st District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,32073,White,M,U,U,U,U,U
Rank Initiated,2021-0654-R,U,2021/12/1,2022/1/27,DI-1,Completed,Other,FOB - Field Operations Bureau,2nd District,Staff,Staff Other,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,32075,Black,M,U,U,U,U,U
Rank Initiated,2021-0653-R,U,2021/11/30,U,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,SOD,Traffic,Motorcycle 1,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,32085,Black,M,U,U,U,U,U
